Time,Player,Team,Ball_Y,Nearest_Teammate,Nearest_Opponent,Is_Last_Man,Possession_Kept
11.33,Ulttor,Orange,0.0,1654.86,427.98,0,0
11.33,Krzh :),Blue,0.0,1662.63,427.98,0,1
12.73,Taha (RLCS PRO BLUE TAG),Blue,-513.73,1171.76,1109.53,1,1
14.26,Taha (RLCS PRO BLUE TAG),Blue,190.85,2700.94,89.74,0,1
15.93,Taha (RLCS PRO BLUE TAG),Blue,-218.8,4523.27,2527.89,0,1
18.16,Taha (RLCS PRO BLUE TAG),Blue,521.24,2119.68,448.85,0,0
18.26,Ulttor,Orange,643.69,2961.35,214.33,0,1
21.12,Ulttor,Orange,1874.26,3931.9,3174.77,1,1
23.49,Ulttor,Orange,-1067.83,2035.2,1523.96,0,0
24.39,Krzh :),Blue,-2453.54,2003.85,419.74,0,0
24.42,Ulttor,Orange,-2507.22,1180.15,276.98,0,1
25.49,Demetree.,Orange,-2032.69,2539.56,1056.03,1,1
26.69,Demetree.,Orange,-2519.48,5157.12,1851.14,1,0
27.32,Taha (RLCS PRO BLUE TAG),Blue,-2751.38,2964.59,379.55,0,0
29.69,Demetree.,Orange,-3724.32,5198.22,993.29,0,1
33.22,Demetree.,Orange,-4439.65,2444.3,1061.53,0,1
34.76,Demetree.,Orange,-4531.13,1985.05,540.62,0,0
35.12,Krzh :),Blue,-4551.21,233.6,396.43,0,0
37.79,Ulttor,Orange,-840.29,222.36,301.38,1,1
40.75,Ulttor,Orange,4942.98,4413.72,238.77,1,0
40.79,Krzh :),Blue,4941.8,5539.88,150.54,0,1
43.29,Taha (RLCS PRO BLUE TAG),Blue,3685.34,860.42,919.34,1,0
43.45,Ulttor,Orange,3815.36,4131.49,244.62,1,0
48.09,Krzh :),Blue,-4140.73,2990.4,835.59,1,1
49.25,Krzh :),Blue,-3796.88,2509.12,546.03,0,0
49.45,Ulttor,Orange,-3711.43,3119.93,135.49,0,1
51.78,Demetree.,Orange,-2450.49,1788.51,2304.57,1,0
52.72,Taha (RLCS PRO BLUE TAG),Blue,-4854.61,2115.98,2174.7,1,0
55.72,Ulttor,Orange,-3132.72,8035.25,222.11,0,0
55.82,Krzh :),Blue,-3075.68,2426.19,98.99,0,1
58.25,Taha (RLCS PRO BLUE TAG),Blue,-2676.72,709.26,765.49,1,0
60.85,Ulttor,Orange,534.01,2446.01,2591.56,0,0
62.72,Taha (RLCS PRO BLUE TAG),Blue,-432.46,1925.86,2197.9,0,1
65.35,Krzh :),Blue,-1221.98,2904.16,2942.88,0,0
68.18,Demetree.,Orange,888.49,2407.8,1665.83,0,0
70.52,Taha (RLCS PRO BLUE TAG),Blue,381.37,4785.76,1214.08,0,1
73.32,Taha (RLCS PRO BLUE TAG),Blue,3899.94,3351.38,1487.0,0,1
78.31,Krzh :),Blue,1408.69,1241.1,695.86,0,0
78.51,Demetree.,Orange,1373.68,1831.55,304.81,0,0
80.41,Krzh :),Blue,296.48,3509.2,293.39,0,0
80.58,Ulttor,Orange,262.1,362.76,108.75,1,0
83.05,Taha (RLCS PRO BLUE TAG),Blue,251.45,2947.34,2336.74,0,1
84.21,Taha (RLCS PRO BLUE TAG),Blue,2092.98,3532.55,1430.91,0,0
85.05,Demetree.,Orange,3771.62,3163.34,265.45,1,1
86.41,Ulttor,Orange,3659.12,1184.77,1655.53,0,0
89.68,Krzh :),Blue,549.4,1138.53,1048.01,0,0
92.48,Ulttor,Orange,3425.68,2377.34,577.18,1,1
93.58,Demetree.,Orange,1865.76,1228.15,2480.62,0,1
96.38,Ulttor,Orange,-541.49,2109.78,1570.58,0,0
100.38,Taha (RLCS PRO BLUE TAG),Blue,-2681.65,1721.51,2887.39,0,0
101.24,Demetree.,Orange,-1233.18,2885.54,670.33,0,1
104.38,Demetree.,Orange,-3097.68,4493.97,1743.08,0,1
106.74,Ulttor,Orange,-3941.88,2236.68,537.93,1,0
106.84,Krzh :),Blue,-4161.36,888.83,393.91,1,1
116.99,Krzh :),Blue,0.0,1429.05,555.0,0,0
117.02,Ulttor,Orange,0.0,1236.9,369.06,0,0
117.89,Taha (RLCS PRO BLUE TAG),Blue,40.55,134.09,384.77,0,0
117.95,Demetree.,Orange,87.35,132.15,445.34,0,0
122.89,Taha (RLCS PRO BLUE TAG),Blue,2187.94,4367.62,292.18,0,0
123.09,Demetree.,Orange,2252.55,3181.32,446.13,0,0
124.75,Taha (RLCS PRO BLUE TAG),Blue,2910.43,2734.83,909.11,0,0
125.52,Ulttor,Orange,4643.46,1627.83,712.53,1,1
129.62,Ulttor,Orange,-3768.1,3859.35,663.69,0,0
129.88,Krzh :),Blue,-4169.54,4727.8,179.38,1,1
131.52,Krzh :),Blue,-3522.96,2987.25,794.18,0,0
134.35,Ulttor,Orange,597.02,842.58,1290.27,0,0
136.38,Taha (RLCS PRO BLUE TAG),Blue,-978.72,2539.65,1533.7,1,0
138.72,Demetree.,Orange,-187.3,476.86,310.24,0,1
141.95,Demetree.,Orange,-4555.43,2308.36,1050.92,0,0
143.18,Taha (RLCS PRO BLUE TAG),Blue,-4987.28,828.81,397.56,1,1
145.38,Krzh :),Blue,-2938.23,1274.73,859.34,0,0
145.65,Ulttor,Orange,-2528.29,3907.65,255.22,0,1
149.01,Ulttor,Orange,4040.51,3227.7,293.18,1,1
151.58,Demetree.,Orange,4657.41,1841.91,673.23,0,1
153.84,Demetree.,Orange,1856.39,626.56,2516.26,0,1
153.98,Ulttor,Orange,1672.36,306.6,2857.8,1,0
155.31,Taha (RLCS PRO BLUE TAG),Blue,-2731.1,1533.01,1861.4,0,1
167.04,Krzh :),Blue,0.0,1601.16,504.82,0,0
167.08,Ulttor,Orange,47.45,1149.09,393.63,0,1
168.78,Demetree.,Orange,443.39,764.07,468.22,0,1
170.31,Demetree.,Orange,630.44,2012.24,541.06,0,0
171.14,Taha (RLCS PRO BLUE TAG),Blue,-123.85,857.78,696.25,0,0
172.04,Demetree.,Orange,-848.85,3619.79,222.22,0,1
173.87,Demetree.,Orange,-3769.28,1602.42,1385.91,0,0
174.27,Krzh :),Blue,-4536.88,829.92,458.86,0,1
176.37,Krzh :),Blue,-3304.46,3152.75,1120.75,0,0
178.37,Ulttor,Orange,-144.18,4290.5,510.3,0,0
180.21,Taha (RLCS PRO BLUE TAG),Blue,-1609.3,1395.79,647.1,1,0
180.27,Ulttor,Orange,-1543.12,3013.61,369.36,0,0
182.11,Taha (RLCS PRO BLUE TAG),Blue,-1098.5,1007.77,1883.31,1,1
183.54,Taha (RLCS PRO BLUE TAG),Blue,570.45,964.95,1420.85,0,1
184.57,Taha (RLCS PRO BLUE TAG),Blue,2408.01,530.04,1266.34,0,1
195.85,Krzh :),Blue,0.0,1542.91,454.56,0,0
195.88,Ulttor,Orange,22.88,1250.11,399.17,0,0
197.28,Taha (RLCS PRO BLUE TAG),Blue,98.47,754.12,709.38,0,1
199.92,Taha (RLCS PRO BLUE TAG),Blue,1885.09,1718.84,3166.73,0,1
201.32,Taha (RLCS PRO BLUE TAG),Blue,2360.44,2098.44,2866.06,0,0
203.05,Demetree.,Orange,3467.36,2804.3,532.35,0,0
203.22,Taha (RLCS PRO BLUE TAG),Blue,3347.37,1795.97,258.86,0,1
208.21,Taha (RLCS PRO BLUE TAG),Blue,128.19,443.44,846.41,0,1
209.58,Krzh :),Blue,-374.15,817.51,868.67,0,1
211.38,Krzh :),Blue,3220.82,1676.66,445.2,0,0
211.58,Demetree.,Orange,3591.57,1185.73,475.57,1,0
213.18,Taha (RLCS PRO BLUE TAG),Blue,2971.09,500.1,796.55,0,0
213.71,Demetree.,Orange,4153.89,1581.46,407.7,1,1
215.48,Ulttor,Orange,2623.56,967.02,606.6,0,1
218.58,Ulttor,Orange,-1596.93,827.51,1307.07,0,1
220.11,Ulttor,Orange,-4636.48,1188.27,1760.32,0,0
221.31,Taha (RLCS PRO BLUE TAG),Blue,-4197.03,1443.53,752.26,1,0
221.68,Demetree.,Orange,-3905.16,1559.08,836.9,0,1
236.2,Demetree.,Orange,-47.66,1334.59,509.61,0,0
236.24,Taha (RLCS PRO BLUE TAG),Blue,-203.47,1580.7,509.61,0,0
237.8,Demetree.,Orange,-4933.69,1804.44,2128.51,0,1
256.0,Ulttor,Orange,0.0,1204.99,335.96,0,0
256.0,Krzh :),Blue,0.0,309.26,488.36,0,1
257.3,Taha (RLCS PRO BLUE TAG),Blue,411.04,518.59,795.92,0,1
258.57,Krzh :),Blue,2683.13,482.78,1289.21,0,1
258.87,Taha (RLCS PRO BLUE TAG),Blue,3188.05,404.25,1300.67,0,0
259.47,Demetree.,Orange,4110.65,1516.82,665.15,1,0
263.23,Krzh :),Blue,1549.88,514.75,1417.3,0,0
264.0,Demetree.,Orange,2711.44,971.63,844.63,0,1
264.33,Ulttor,Orange,3212.17,674.63,839.67,0,1
266.1,Ulttor,Orange,1218.72,1767.14,603.14,0,1
267.2,Ulttor,Orange,-522.06,1329.14,1086.53,0,0
268.33,Taha (RLCS PRO BLUE TAG),Blue,-2651.96,2683.66,233.57,1,1
270.37,Taha (RLCS PRO BLUE TAG),Blue,-4870.9,3394.18,517.24,1,1
271.23,Taha (RLCS PRO BLUE TAG),Blue,-4764.02,3363.51,686.52,0,0
271.47,Demetree.,Orange,-4472.11,348.81,470.98,0,0
272.2,Taha (RLCS PRO BLUE TAG),Blue,-3735.62,3048.31,470.46,0,0
274.26,Ulttor,Orange,-158.79,831.13,387.64,0,1
276.16,Ulttor,Orange,-3581.22,1044.31,1109.16,0,1
278.83,Ulttor,Orange,-3336.89,1270.61,425.16,0,0
279.2,Krzh :),Blue,-3037.21,210.68,636.32,0,1
280.43,Taha (RLCS PRO BLUE TAG),Blue,-1878.25,514.88,1960.94,0,0
282.93,Demetree.,Orange,241.32,2349.1,377.8,0,0
284.23,Taha (RLCS PRO BLUE TAG),Blue,320.2,124.36,236.86,0,1
285.56,Taha (RLCS PRO BLUE TAG),Blue,327.4,906.29,1184.56,0,1
289.46,Taha (RLCS PRO BLUE TAG),Blue,2529.53,386.48,1281.73,0,1
290.69,Taha (RLCS PRO BLUE TAG),Blue,3657.23,896.02,1027.71,0,1
292.73,Taha (RLCS PRO BLUE TAG),Blue,5101.41,501.69,953.4,0,1
303.13,Krzh :),Blue,0.0,281.32,446.68,0,0
303.16,Ulttor,Orange,37.93,1104.75,368.8,0,0
304.53,Krzh :),Blue,467.11,888.78,242.33,0,0
304.7,Demetree.,Orange,522.79,447.78,94.85,0,0
308.1,Taha (RLCS PRO BLUE TAG),Blue,-4032.26,1080.59,718.73,1,0
309.43,Demetree.,Orange,-2592.61,2575.6,445.92,0,0
311.06,Krzh :),Blue,-2380.61,749.82,753.77,1,0
312.36,Ulttor,Orange,159.45,2064.1,213.86,0,0
313.56,Krzh :),Blue,-1505.17,740.73,1314.85,1,1
315.89,Taha (RLCS PRO BLUE TAG),Blue,-4763.68,1246.27,864.87,0,1
316.99,Taha (RLCS PRO BLUE TAG),Blue,-4021.13,2250.91,432.94,0,0
317.03,Ulttor,Orange,-3980.63,1125.6,432.94,0,1
319.33,Demetree.,Orange,-767.46,1199.29,1269.27,0,0
322.03,Taha (RLCS PRO BLUE TAG),Blue,-4300.39,3141.75,760.82,1,0
324.43,Ulttor,Orange,-1275.49,1021.19,604.6,0,0
324.56,Taha (RLCS PRO BLUE TAG),Blue,-1404.22,1029.61,334.78,0,1
326.42,Taha (RLCS PRO BLUE TAG),Blue,435.14,272.18,1126.26,0,0
328.72,Demetree.,Orange,1871.28,1334.34,1460.61,0,0
330.52,Krzh :),Blue,-2354.05,1895.23,1631.05,0,1
331.72,Krzh :),Blue,-4106.56,2310.22,922.56,0,1
334.09,Krzh :),Blue,-4202.0,889.43,50.3,0,0
336.12,Ulttor,Orange,-3333.47,962.44,513.66,0,0
336.99,Taha (RLCS PRO BLUE TAG),Blue,-4503.23,1924.64,566.51,1,0
339.69,Demetree.,Orange,-2490.44,2676.48,1124.73,0,1
342.82,Demetree.,Orange,-3598.59,1810.41,574.14,0,0
342.85,Taha (RLCS PRO BLUE TAG),Blue,-3613.06,1506.25,404.65,0,0
345.29,Ulttor,Orange,-4354.79,330.53,582.91,0,0
345.49,Krzh :),Blue,-4361.19,3864.04,162.69,1,0
346.99,Demetree.,Orange,-4965.32,1804.44,3410.58,0,0
10.94,Juroh,Blue,0.0,1358.0,377.55,0,0
10.94,kiwi,Orange,0.0,1515.97,377.55,0,1
11.78,Taha (RLCS PRO BLUE TAG),Orange,269.1,1000.7,996.53,1,0
12.18,HEXZIYY,Blue,-420.04,995.84,470.94,1,1
13.88,HEXZIYY,Blue,-3260.52,1063.11,96.48,1,0
14.85,Taha (RLCS PRO BLUE TAG),Orange,-4516.44,7033.29,402.42,0,0
15.78,HEXZIYY,Blue,-5006.99,1067.33,435.87,1,0
18.14,kiwi,Orange,-3818.48,1280.88,1214.64,1,1
20.88,kiwi,Orange,-2865.58,3193.67,453.47,0,0
21.71,HEXZIYY,Blue,-2647.32,2051.55,231.98,0,0
23.41,kiwi,Orange,-2911.86,1251.06,598.22,0,0
24.48,Juroh,Blue,-3129.21,1166.12,452.59,1,0
26.71,Taha (RLCS PRO BLUE TAG),Orange,809.53,1860.09,1126.55,1,1
28.98,Taha (RLCS PRO BLUE TAG),Orange,5025.17,3289.03,1239.28,1,1
31.11,Taha (RLCS PRO BLUE TAG),Orange,4050.81,940.93,3300.71,0,1
32.81,Taha (RLCS PRO BLUE TAG),Orange,803.99,1742.72,2020.54,0,0
34.31,HEXZIYY,Blue,-2337.7,2153.58,528.08,0,0
34.51,Taha (RLCS PRO BLUE TAG),Orange,-2458.06,2374.2,133.43,0,0
36.07,HEXZIYY,Blue,-2858.85,1693.0,733.59,0,0
37.57,kiwi,Orange,-568.12,648.25,502.54,1,0
40.41,Juroh,Blue,-2899.11,2118.93,1877.26,1,1
41.91,Juroh,Blue,-3156.67,1778.38,588.89,0,1
43.31,HEXZIYY,Blue,-2089.65,454.41,125.54,0,0
46.34,Taha (RLCS PRO BLUE TAG),Orange,1306.16,1729.01,1706.81,0,0
48.24,HEXZIYY,Blue,-2487.98,645.36,464.41,0,0
48.3,Taha (RLCS PRO BLUE TAG),Orange,-2595.87,2624.1,383.95,0,0
50.8,Juroh,Blue,-4811.88,928.64,740.81,0,1
53.1,Juroh,Blue,-2901.57,1956.38,1050.79,0,0
55.3,kiwi,Orange,-276.27,691.6,415.93,1,0
56.47,HEXZIYY,Blue,-758.27,1401.42,415.11,1,0
58.04,Taha (RLCS PRO BLUE TAG),Orange,1945.63,4035.36,2914.98,1,1
59.33,Taha (RLCS PRO BLUE TAG),Orange,1216.17,1796.14,2368.71,1,1
60.77,kiwi,Orange,-1569.47,556.0,1411.73,0,1
63.17,kiwi,Orange,-4908.58,2993.02,414.2,0,0
64.43,HEXZIYY,Blue,-3878.27,541.58,1093.12,0,1
67.23,HEXZIYY,Blue,-1074.82,2096.17,3282.53,0,1
69.07,HEXZIYY,Blue,1791.06,1932.04,1810.11,0,0
70.2,Taha (RLCS PRO BLUE TAG),Orange,4040.89,957.08,609.45,0,0
70.3,HEXZIYY,Blue,4085.35,2840.84,399.93,0,1
72.57,Juroh,Blue,4469.17,939.39,1501.91,0,1
73.7,Juroh,Blue,4211.92,2983.77,299.86,0,1
76.6,HEXZIYY,Blue,3795.3,786.18,725.0,1,0
76.8,kiwi,Orange,4063.78,3601.86,250.17,1,1
95.53,Taha (RLCS PRO BLUE TAG),Orange,0.0,1281.34,511.69,0,0
95.6,HEXZIYY,Blue,-5.39,1896.54,390.28,0,1
97.03,Juroh,Blue,180.03,326.44,303.68,0,0
98.83,kiwi,Orange,1000.29,3807.17,571.19,1,0
102.23,HEXZIYY,Blue,-568.05,1227.46,1732.67,0,0
104.56,Taha (RLCS PRO BLUE TAG),Orange,4881.92,6228.64,2007.66,1,1
105.56,Taha (RLCS PRO BLUE TAG),Orange,4541.79,4608.32,522.55,1,0
105.73,HEXZIYY,Blue,4437.48,2773.92,180.95,0,1
108.49,Juroh,Blue,-621.71,1993.47,269.74,1,1
109.96,HEXZIYY,Blue,-1293.5,1773.06,1459.25,0,0
115.46,kiwi,Orange,2089.66,3047.79,410.25,0,0
115.49,HEXZIYY,Blue,2030.8,1058.6,410.25,0,0
117.76,Taha (RLCS PRO BLUE TAG),Orange,2520.81,3527.44,1515.77,1,0
119.19,Juroh,Blue,348.65,383.96,1020.51,0,1
121.52,Juroh,Blue,2694.47,1163.77,1180.28,0,1
123.26,Juroh,Blue,4194.36,1899.22,840.36,0,0
124.39,kiwi,Orange,4486.99,487.53,967.53,0,1
127.06,kiwi,Orange,2444.64,1327.03,1114.04,0,0
128.26,HEXZIYY,Blue,1695.59,2408.69,496.77,0,0
128.36,kiwi,Orange,1847.38,1679.09,351.81,0,1
131.59,Taha (RLCS PRO BLUE TAG),Orange,4955.13,2822.28,1588.99,1,1
132.96,kiwi,Orange,2156.95,2108.12,245.39,0,0
132.99,Juroh,Blue,2247.35,1725.42,142.24,0,0
137.65,kiwi,Orange,4247.74,417.33,1286.35,1,0
139.82,HEXZIYY,Blue,3133.8,3673.56,1030.35,0,1
141.02,HEXZIYY,Blue,3766.71,3358.09,728.8,0,0
141.65,Taha (RLCS PRO BLUE TAG),Orange,4231.8,2179.69,370.54,0,1
143.62,kiwi,Orange,4601.42,822.42,469.51,0,0
143.65,Juroh,Blue,4572.58,1393.44,456.21,0,0
145.75,kiwi,Orange,2978.51,1585.58,210.74,0,1
147.89,kiwi,Orange,-818.6,801.97,668.78,0,0
149.38,HEXZIYY,Blue,-2701.56,2628.93,661.15,1,0
151.22,kiwi,Orange,-66.15,2430.26,408.84,0,1
154.22,kiwi,Orange,5025.31,5249.34,2830.65,1,1
157.62,Taha (RLCS PRO BLUE TAG),Orange,3447.98,347.97,2938.81,0,1
159.18,Taha (RLCS PRO BLUE TAG),Orange,1215.08,2480.89,398.12,0,0
159.92,HEXZIYY,Blue,465.43,1677.46,1179.56,0,1
161.52,Juroh,Blue,791.0,547.37,1073.8,0,1
163.58,Juroh,Blue,3642.63,740.09,1014.94,0,0
165.98,Taha (RLCS PRO BLUE TAG),Orange,3801.49,1225.78,821.46,1,0
167.05,Juroh,Blue,3152.26,3741.46,1580.68,0,0
168.71,Taha (RLCS PRO BLUE TAG),Orange,3642.87,1101.89,290.1,0,1
171.01,kiwi,Orange,3268.85,456.02,765.65,0,1
172.65,kiwi,Orange,791.82,2980.21,222.99,0,0
172.91,HEXZIYY,Blue,422.08,549.39,327.18,0,1
172.95,Juroh,Blue,361.72,380.72,293.97,0,1
174.98,Juroh,Blue,-2171.43,2800.12,1567.64,1,1
176.45,Juroh,Blue,-290.09,1151.22,754.74,0,1
178.24,Juroh,Blue,3735.91,4440.02,947.94,0,1
181.01,HEXZIYY,Blue,3929.11,653.0,498.01,0,0
181.04,kiwi,Orange,3995.51,527.13,328.32,0,0
181.14,Juroh,Blue,4141.3,549.09,442.84,0,1
184.14,HEXZIYY,Blue,3428.99,683.26,724.26,0,1
185.58,HEXZIYY,Blue,4014.35,1317.98,505.15,0,1
186.58,HEXZIYY,Blue,4518.55,2517.84,394.67,0,1
190.01,Juroh,Blue,3269.99,1160.67,341.08,0,1
192.48,Juroh,Blue,4525.38,3957.68,534.59,0,0
193.31,kiwi,Orange,4975.94,248.11,406.94,0,1
193.41,Taha (RLCS PRO BLUE TAG),Orange,4999.76,132.52,469.39,1,1
194.37,kiwi,Orange,4472.85,1134.15,444.49,0,0
196.21,HEXZIYY,Blue,1511.02,2161.43,352.08,0,1
198.34,HEXZIYY,Blue,153.96,1779.93,1461.67,0,0
199.07,Taha (RLCS PRO BLUE TAG),Orange,416.92,2931.99,451.5,0,1
201.64,Taha (RLCS PRO BLUE TAG),Orange,1012.45,3492.18,428.99,0,1
202.84,kiwi,Orange,2558.53,622.26,714.35,1,1
206.24,kiwi,Orange,-3969.78,2228.3,1166.54,0,1
216.8,kiwi,Orange,0.0,512.53,255.02,0,0
216.83,Juroh,Blue,-20.94,454.01,323.91,0,0
218.0,Taha (RLCS PRO BLUE TAG),Orange,-66.62,1258.65,370.18,0,1
221.6,Taha (RLCS PRO BLUE TAG),Orange,-2593.7,1894.46,1482.31,0,1
222.56,Taha (RLCS PRO BLUE TAG),Orange,-3314.18,2325.63,587.09,0,0
222.9,HEXZIYY,Blue,-3565.94,1333.78,263.78,0,1
226.56,Juroh,Blue,-1623.15,2251.55,1603.55,0,0
228.19,Taha (RLCS PRO BLUE TAG),Orange,404.98,1198.42,82.26,0,0
230.23,HEXZIYY,Blue,1121.01,953.91,905.57,0,0
231.09,kiwi,Orange,4008.6,4103.28,1543.79,1,1
233.33,kiwi,Orange,4342.51,1820.71,1616.02,1,1
234.29,kiwi,Orange,3393.14,3877.11,2351.09,1,1
235.96,kiwi,Orange,650.16,1052.21,511.84,1,0
239.32,Juroh,Blue,-4942.22,2085.37,384.49,1,0
241.46,Taha (RLCS PRO BLUE TAG),Orange,-2105.72,775.26,724.0,0,0
241.56,Juroh,Blue,-2090.86,1786.06,354.86,0,1
242.72,HEXZIYY,Blue,-1148.24,1709.36,927.05,1,1
259.13,HEXZIYY,Blue,-3.64,390.78,326.39,0,0
259.13,Taha (RLCS PRO BLUE TAG),Orange,-3.64,500.55,266.92,0,0
259.97,Juroh,Blue,-289.96,845.1,566.71,0,0
260.1,kiwi,Orange,-50.01,93.83,327.23,0,0
262.43,Juroh,Blue,3706.27,1205.56,546.88,0,0
262.57,Taha (RLCS PRO BLUE TAG),Orange,3931.28,3997.42,330.31,1,1
265.6,kiwi,Orange,-979.68,996.5,718.71,0,0
266.57,HEXZIYY,Blue,-3122.61,3272.85,428.59,1,0
268.83,Taha (RLCS PRO BLUE TAG),Orange,-3953.0,1694.36,494.81,0,0
269.27,HEXZIYY,Blue,-4754.79,575.89,652.26,1,1
271.46,HEXZIYY,Blue,-4430.02,807.3,556.87,0,0
271.66,Taha (RLCS PRO BLUE TAG),Orange,-4375.52,2198.84,373.74,0,0
273.26,Juroh,Blue,-4964.04,1399.95,1790.66,1,0
275.46,Taha (RLCS PRO BLUE TAG),Orange,-3247.1,668.67,459.88,0,0
275.53,Juroh,Blue,-3273.72,2098.67,300.49,0,0
279.16,kiwi,Orange,-1876.78,2135.46,1890.33,0,1
280.7,Taha (RLCS PRO BLUE TAG),Orange,-3654.01,2855.67,401.63,0,0
280.8,Juroh,Blue,-3689.52,992.69,275.69,0,0
283.73,kiwi,Orange,-2582.69,924.4,2055.38,0,1
285.79,kiwi,Orange,-2000.39,2567.26,1691.48,0,1
287.63,kiwi,Orange,-3301.59,1386.9,1971.34,0,0
289.16,HEXZIYY,Blue,-4841.16,1974.59,300.9,1,0
290.66,Taha (RLCS PRO BLUE TAG),Orange,-3672.13,1003.27,1587.28,0,0
292.83,Juroh,Blue,-4575.11,1539.92,322.08,1,0
295.16,kiwi,Orange,-4403.27,2070.21,1220.91,0,0
295.46,HEXZIYY,Blue,-4965.96,1602.32,455.29,1,1
306.31,Juroh,Blue,22.13,340.28,429.3,0,0
307.44,Taha (RLCS PRO BLUE TAG),Orange,3183.49,2683.15,1433.96,0,0
311.64,HEXZIYY,Blue,-4198.57,2138.92,336.1,0,1
313.24,Juroh,Blue,-3592.29,1837.44,998.7,0,1
315.3,Juroh,Blue,-2523.28,2126.45,437.0,0,0
316.4,Taha (RLCS PRO BLUE TAG),Orange,-1784.48,1147.14,763.67,0,0
318.37,HEXZIYY,Blue,-3999.39,621.89,800.23,0,0
321.04,kiwi,Orange,-2663.66,1565.81,560.87,0,0
322.67,HEXZIYY,Blue,-1595.86,3398.91,1176.23,0,0
325.1,Taha (RLCS PRO BLUE TAG),Orange,2980.11,2980.97,1951.27,0,1
328.73,kiwi,Orange,-1491.02,1600.34,672.52,0,0
330.13,Juroh,Blue,-4454.94,1250.26,1117.62,0,0
334.77,Taha (RLCS PRO BLUE TAG),Orange,-3002.35,989.9,849.84,0,1
335.8,Taha (RLCS PRO BLUE TAG),Orange,-3912.57,1714.84,1216.28,0,0
336.47,HEXZIYY,Blue,-4683.62,506.72,287.8,0,0
337.9,kiwi,Orange,-4225.33,1733.13,144.37,0,0
338.03,Juroh,Blue,-4385.21,1354.83,132.17,0,0
352.27,kiwi,Orange,0.0,366.07,413.18,0,0
352.34,Juroh,Blue,-1.58,359.22,331.82,0,0
355.84,kiwi,Orange,2613.48,1042.35,777.06,0,1
357.47,Taha (RLCS PRO BLUE TAG),Orange,2725.39,1466.48,1435.85,0,1
359.34,Taha (RLCS PRO BLUE TAG),Orange,658.52,887.92,705.39,0,0
361.74,Juroh,Blue,-2079.13,177.76,458.56,0,0
364.24,kiwi,Orange,-689.6,565.79,1027.41,0,1
366.47,Taha (RLCS PRO BLUE TAG),Orange,-4284.83,945.16,1188.45,0,1
367.24,kiwi,Orange,-4897.88,645.12,1029.68,0,0
369.14,HEXZIYY,Blue,-4448.18,785.82,579.62,0,1
370.2,HEXZIYY,Blue,-3550.13,222.43,829.63,0,1
370.27,Juroh,Blue,-3498.3,259.12,997.76,0,0
372.24,kiwi,Orange,-3087.32,949.09,659.12,0,0
10.2,den,Orange,-17.35,1416.96,351.2,0,0
10.2,rush,Blue,-17.35,1602.25,351.2,0,0
11.84,Taha (RLCS PRO BLUE TAG),Orange,-771.96,3095.23,990.4,1,0
14.74,rush,Blue,-3918.23,6780.81,900.45,1,1
15.94,rush,Blue,-4054.34,5059.32,1808.57,0,1
17.37,rush,Blue,-2273.13,2634.26,1491.06,0,0
18.77,den,Orange,-368.98,4098.71,652.37,0,0
18.94,rush,Blue,-377.42,1068.59,396.31,0,1
21.44,rush,Blue,2925.49,2435.13,1905.11,0,1
22.1,rush,Blue,3468.7,2769.07,1431.53,0,0
23.17,Taha (RLCS PRO BLUE TAG),Orange,3659.94,3321.86,155.15,1,0
25.2,Kripper,Blue,1242.67,2373.78,651.07,1,0
29.1,den,Orange,4150.17,4853.54,2917.84,1,1
31.34,den,Orange,2462.89,2704.49,1455.5,0,1
33.13,den,Orange,1147.03,2103.95,851.43,0,0
33.43,rush,Blue,810.32,1685.73,200.51,0,1
35.13,Kripper,Blue,-1120.3,1684.48,457.77,1,0
35.23,den,Orange,-1043.87,2521.67,379.77,0,0
36.57,Kripper,Blue,-874.48,3305.77,749.42,0,1
37.67,rush,Blue,-567.23,2088.61,1132.98,1,1
39.97,rush,Blue,4118.74,2881.37,110.9,0,1
49.82,Kripper,Blue,0.0,963.94,406.32,0,0
49.82,Taha (RLCS PRO BLUE TAG),Orange,0.0,1382.05,406.32,0,1
50.48,den,Orange,158.69,781.78,535.85,0,0
50.58,rush,Blue,-53.14,463.82,377.74,0,0
54.48,Taha (RLCS PRO BLUE TAG),Orange,-271.24,1895.91,1339.84,0,1
55.62,Taha (RLCS PRO BLUE TAG),Orange,-722.89,2472.13,1464.49,0,1
56.61,Taha (RLCS PRO BLUE TAG),Orange,-1636.33,2699.59,2072.53,0,0
57.21,Kripper,Blue,-2492.71,2224.85,268.09,0,1
59.11,Kripper,Blue,-3335.82,1311.47,1559.86,0,1
61.51,Kripper,Blue,-3232.96,1295.11,1436.57,1,0
63.31,den,Orange,464.79,1137.51,633.39,0,1
65.28,den,Orange,2263.15,935.14,710.79,0,0
66.05,rush,Blue,1968.51,2726.72,526.49,0,0
67.05,den,Orange,1618.68,1055.33,227.92,0,1
68.28,Taha (RLCS PRO BLUE TAG),Orange,1715.13,1065.03,314.49,1,0
71.01,Kripper,Blue,-4725.41,4186.9,1841.26,1,0
72.44,Taha (RLCS PRO BLUE TAG),Orange,-4262.9,2042.97,647.88,0,1
73.74,Taha (RLCS PRO BLUE TAG),Orange,-4384.14,1122.91,647.33,0,1
74.68,Taha (RLCS PRO BLUE TAG),Orange,-4734.04,669.88,1428.68,0,0
