Time,Player,Team,Ball_Y,Nearest_Teammate,Nearest_Opponent,Is_Last_Man,Possession_Kept
217.87,tybu,Blue,-3478.64,360.87,585.49,0,0
218.01,Chief God Teresa,Orange,-3387.68,2730.13,357.06,0,0
218.17,Taha (RLCS PRO BLUE TAG),Blue,-3639.51,360.87,436.18,0,1
219.01,Taha (RLCS PRO BLUE TAG),Blue,-4879.42,2330.05,2077.54,1,0
220.1,Chief God Teresa,Orange,-4280.42,3113.86,711.81,0,0
220.34,Taha (RLCS PRO BLUE TAG),Blue,-4238.65,1438.18,313.95,1,0
222.4,deevo,Orange,-810.45,1611.54,2069.74,0,1
225.24,deevo,Orange,-4964.68,3740.13,279.29,0,0
227.84,tybu,Blue,-3658.58,272.93,412.39,0,1
229.84,tybu,Blue,-1634.12,507.67,1189.3,0,0
234.07,deevo,Orange,5018.55,3876.91,566.63,1,0
234.13,tybu,Blue,5021.59,2233.64,380.46,0,0
237.63,deevo,Orange,3727.25,3448.77,1726.14,1,0
239.8,Taha (RLCS PRO BLUE TAG),Blue,-1409.05,3009.21,1157.03,0,0
241.9,deevo,Orange,-5000.1,1897.85,219.41,0,0
241.9,Taha (RLCS PRO BLUE TAG),Blue,-5000.1,4626.23,219.41,1,1
243.63,Taha (RLCS PRO BLUE TAG),Blue,-4254.84,2314.37,1460.06,1,0
245.97,Chief God Teresa,Orange,-1950.42,2385.99,1085.53,0,0
248.43,tybu,Blue,-3440.71,1521.74,739.75,0,0
248.63,Chief God Teresa,Orange,-3330.66,2013.75,388.36,0,0
252.9,tybu,Blue,-1986.27,2154.27,713.97,0,1
253.66,tybu,Blue,-1111.6,3043.0,1131.7,0,0
254.03,deevo,Orange,-333.46,2728.32,829.06,0,0
255.76,tybu,Blue,2513.72,234.71,481.99,0,0
255.9,Chief God Teresa,Orange,2721.16,2369.51,401.81,1,1
258.43,deevo,Orange,-3033.62,1762.14,823.95,0,0
259.33,Taha (RLCS PRO BLUE TAG),Blue,-4662.3,3931.09,1562.59,1,0
261.86,Chief God Teresa,Orange,-4973.24,1854.41,658.86,0,0
263.19,Taha (RLCS PRO BLUE TAG),Blue,-4179.54,291.73,285.5,0,1
266.69,Taha (RLCS PRO BLUE TAG),Blue,-794.6,1714.12,514.55,0,0
267.96,Chief God Teresa,Orange,778.75,1149.36,352.86,0,0
270.36,tybu,Blue,-2460.69,1804.01,391.1,0,0
270.59,deevo,Orange,-2637.04,691.11,174.91,0,1
275.13,deevo,Orange,-3372.71,485.55,347.05,0,1
277.16,deevo,Orange,-3705.12,371.92,784.73,0,1
278.32,deevo,Orange,-4193.82,857.22,882.96,0,1
279.36,deevo,Orange,-4609.42,2398.68,280.5,0,0
279.46,Taha (RLCS PRO BLUE TAG),Blue,-4652.18,1629.42,199.41,0,1
281.59,tybu,Blue,-4255.67,423.83,286.44,1,0
281.63,deevo,Orange,-4228.44,2815.69,244.0,0,1
282.79,Chief God Teresa,Orange,-2916.13,523.17,226.24,0,1
287.73,deevo,Orange,-2377.3,825.18,1285.92,0,1
289.46,deevo,Orange,-3002.5,588.43,1033.2,0,0
291.63,tybu,Blue,-5019.17,3764.95,1307.0,1,1
293.9,tybu,Blue,-3188.65,2373.32,655.88,0,0
296.43,Chief God Teresa,Orange,-852.01,641.34,1202.22,0,1
297.33,Chief God Teresa,Orange,-1139.9,1229.27,1185.18,0,1
310.13,deevo,Orange,0.0,1303.37,563.57,0,0
310.16,tybu,Blue,-45.4,1012.81,436.33,0,0
311.56,Chief God Teresa,Orange,28.83,1349.17,584.24,0,1
312.69,deevo,Orange,-125.46,480.73,1885.21,0,1
313.33,Chief God Teresa,Orange,-197.85,461.41,2046.14,0,1
315.46,Chief God Teresa,Orange,-2617.05,1203.31,576.34,0,0
316.56,tybu,Blue,-4989.89,829.18,781.54,1,0
318.56,deevo,Orange,-934.91,1358.73,248.5,0,1
320.39,deevo,Orange,-1185.07,1068.97,1465.56,0,1
321.69,deevo,Orange,-1890.75,1688.55,670.08,0,1
323.22,deevo,Orange,-3300.9,2054.32,444.1,0,0
323.32,tybu,Blue,-3390.47,1514.17,374.16,0,1
324.99,Taha (RLCS PRO BLUE TAG),Blue,-4267.08,982.41,140.83,1,0
326.06,Chief God Teresa,Orange,-1872.3,851.36,1214.75,0,1
327.66,Chief God Teresa,Orange,1144.61,1134.77,1259.76,0,1
330.06,Chief God Teresa,Orange,3798.1,2047.39,1614.06,1,1
332.49,Chief God Teresa,Orange,1967.8,1433.36,995.04,0,1
338.42,deevo,Orange,-3606.77,2517.21,22.53,0,1
339.22,deevo,Orange,-3949.39,2082.71,428.1,0,0
340.15,Taha (RLCS PRO BLUE TAG),Blue,-4940.68,1096.83,545.04,0,0
340.32,deevo,Orange,-5006.72,1952.47,335.68,0,1
341.72,deevo,Orange,-4719.42,668.2,249.41,0,0
341.82,Taha (RLCS PRO BLUE TAG),Blue,-4745.84,1094.41,131.63,0,1
344.85,Taha (RLCS PRO BLUE TAG),Blue,-2397.56,839.05,950.91,0,0
345.15,Chief God Teresa,Orange,-2081.11,1889.09,309.64,0,0
346.05,tybu,Blue,-3231.05,360.87,403.83,0,1
346.28,Taha (RLCS PRO BLUE TAG),Blue,-3510.4,360.87,445.55,1,0
346.35,Chief God Teresa,Orange,-3557.02,2563.44,164.65,0,0
347.05,tybu,Blue,-4374.25,715.26,255.83,1,1
348.75,Taha (RLCS PRO BLUE TAG),Blue,-5212.77,1863.96,323.36,1,0
360.4,Chief God Teresa,Orange,13.05,1260.87,328.57,0,0
360.4,Taha (RLCS PRO BLUE TAG),Blue,13.05,998.53,328.57,0,0
361.14,deevo,Orange,209.77,702.84,347.47,0,1
364.31,Chief God Teresa,Orange,852.29,483.28,483.37,0,1
366.51,deevo,Orange,-919.89,686.15,1745.56,0,1
368.98,deevo,Orange,-4876.53,2609.85,532.15,0,0
369.05,Taha (RLCS PRO BLUE TAG),Blue,-4882.95,750.71,387.62,1,1
371.05,tybu,Blue,-3260.73,939.7,621.45,0,1
373.58,tybu,Blue,-1057.39,1388.86,733.27,0,1
375.54,Taha (RLCS PRO BLUE TAG),Blue,1183.51,919.32,371.89,0,0
375.68,Chief God Teresa,Orange,1313.81,101.73,320.47,0,0
11.69,Taha (RLCS PRO BLUE TAG),Blue,0.0,1621.12,509.85,0,0
11.76,ceeebzz,Orange,15.35,1822.33,330.62,0,0
12.72,Cmoney,Blue,-156.85,685.83,418.53,1,1
16.42,Cmoney,Blue,4230.16,3179.38,2053.1,0,1
17.92,Cmoney,Blue,4190.72,3843.57,1580.88,0,0
19.52,Buffy ._.,Orange,4458.4,1369.71,117.22,0,1
21.19,Buffy ._.,Orange,3279.86,536.38,1267.93,0,1
21.89,ceeebzz,Orange,2817.52,656.1,632.79,1,0
22.05,Cmoney,Blue,2707.43,998.62,431.31,0,0
23.42,ceeebzz,Orange,1806.32,2960.44,605.39,1,0
23.52,Taha (RLCS PRO BLUE TAG),Blue,1754.65,3696.89,439.24,0,0
26.85,ceeebzz,Orange,-3604.3,3383.21,2672.38,0,0
27.65,Cmoney,Blue,-4782.33,1950.7,351.69,1,1
28.82,Taha (RLCS PRO BLUE TAG),Blue,-4634.99,1305.99,853.04,0,0
29.42,ceeebzz,Orange,-4639.35,1658.05,393.88,0,0
30.55,Taha (RLCS PRO BLUE TAG),Blue,-3854.94,1630.06,591.81,0,0
33.09,Buffy ._.,Orange,1586.58,1786.73,176.32,1,0
34.59,Taha (RLCS PRO BLUE TAG),Blue,4989.42,3047.7,357.29,0,0
37.08,Buffy ._.,Orange,4104.57,1193.28,601.93,1,0
38.55,Cmoney,Blue,2720.37,4566.68,254.05,0,1
41.45,Taha (RLCS PRO BLUE TAG),Blue,-3016.73,2426.02,275.04,1,1
42.95,Cmoney,Blue,-3748.57,1306.27,1261.68,0,0
45.45,Buffy ._.,Orange,-610.21,1573.04,627.97,0,1
50.08,ceeebzz,Orange,-2183.53,4782.55,2258.03,0,0
51.88,Taha (RLCS PRO BLUE TAG),Blue,-3465.94,1731.51,421.76,0,0
52.61,ceeebzz,Orange,-4191.65,2578.38,514.41,0,0
52.78,Cmoney,Blue,-4379.11,1174.1,337.81,1,0
56.18,Buffy ._.,Orange,-1976.99,7426.97,566.33,1,1
58.31,Buffy ._.,Orange,-2055.66,4273.92,752.9,0,1
59.95,ceeebzz,Orange,-2312.49,1088.78,1511.73,1,0
62.35,Taha (RLCS PRO BLUE TAG),Blue,-4722.93,2746.96,529.53,1,0
62.41,ceeebzz,Orange,-4685.84,6101.4,382.36,0,0
65.25,Cmoney,Blue,-4560.63,3313.01,413.38,1,0
65.35,ceeebzz,Orange,-4479.57,5156.48,361.13,0,1
68.68,Buffy ._.,Orange,-2375.05,302.05,972.3,0,0
72.24,Taha (RLCS PRO BLUE TAG),Blue,-3250.93,1863.96,5784.82,0,1
73.54,Taha (RLCS PRO BLUE TAG),Blue,-1792.7,4125.13,6008.21,0,1
77.01,Taha (RLCS PRO BLUE TAG),Blue,2257.55,2202.9,1305.28,0,0
78.68,ceeebzz,Orange,3776.21,1201.78,530.08,0,1
79.98,ceeebzz,Orange,3225.13,2020.08,450.47,0,0
79.98,Cmoney,Blue,3225.13,2399.32,450.47,1,1
82.88,Taha (RLCS PRO BLUE TAG),Blue,578.41,2036.17,518.73,1,0
85.64,Buffy ._.,Orange,-5013.28,3975.8,291.12,0,0
87.87,Taha (RLCS PRO BLUE TAG),Blue,-4301.78,4815.83,466.82,1,1
89.61,Taha (RLCS PRO BLUE TAG),Blue,-2933.5,4377.86,550.67,0,0
91.51,ceeebzz,Orange,-1446.57,3548.77,519.69,0,0
92.47,Taha (RLCS PRO BLUE TAG),Blue,-1186.56,1033.41,204.24,0,1
93.81,Taha (RLCS PRO BLUE TAG),Blue,-699.68,1232.07,948.33,0,1
99.64,Taha (RLCS PRO BLUE TAG),Blue,2022.82,2533.49,1657.98,0,0
99.97,ceeebzz,Orange,2776.67,2322.38,625.4,0,1
102.17,Buffy ._.,Orange,3224.14,2456.18,1782.92,1,1
104.47,ceeebzz,Orange,-1664.44,2552.09,2253.71,0,0
105.64,Cmoney,Blue,-4924.34,2858.84,1458.45,1,0
105.94,ceeebzz,Orange,-4373.03,4126.6,646.21,0,0
108.3,Taha (RLCS PRO BLUE TAG),Blue,-4661.2,2287.21,458.11,1,1
110.0,Taha (RLCS PRO BLUE TAG),Blue,-1564.14,3629.24,746.38,0,0
110.17,Buffy ._.,Orange,-1163.04,4421.01,429.21,1,0
113.07,Cmoney,Blue,712.8,5507.34,3309.01,0,0
114.47,ceeebzz,Orange,2967.06,3224.14,1970.92,0,1
118.9,ceeebzz,Orange,-4702.88,4913.75,332.65,0,0
119.9,Taha (RLCS PRO BLUE TAG),Blue,-4898.64,713.7,520.8,0,0
120.0,ceeebzz,Orange,-4920.08,3467.23,226.18,0,1
122.5,Buffy ._.,Orange,-2058.09,1763.32,1541.88,1,1
124.87,Buffy ._.,Orange,-2761.37,971.87,2058.6,0,0
126.2,Taha (RLCS PRO BLUE TAG),Blue,-3782.75,3651.46,256.34,1,0
129.43,ceeebzz,Orange,-4671.13,922.96,1140.11,0,0
131.13,Cmoney,Blue,-3756.99,1755.08,562.29,1,1
133.26,Cmoney,Blue,185.72,3105.18,1318.43,0,0
133.96,Buffy ._.,Orange,1727.2,2203.98,425.76,0,1
136.83,ceeebzz,Orange,3486.44,1493.44,563.3,0,1
139.23,ceeebzz,Orange,-834.36,1347.57,491.45,0,1
141.3,ceeebzz,Orange,-4045.58,2336.86,962.58,0,0
141.89,Taha (RLCS PRO BLUE TAG),Blue,-4748.94,1046.37,270.0,1,1
143.53,Cmoney,Blue,-4658.45,1107.16,973.6,0,1
144.46,Cmoney,Blue,-4130.71,2328.69,611.8,0,0
146.79,Buffy ._.,Orange,694.86,2919.82,932.7,1,0
147.59,Cmoney,Blue,956.38,3611.27,433.53,0,0
149.93,ceeebzz,Orange,3503.31,1272.83,488.51,1,0
153.29,Taha (RLCS PRO BLUE TAG),Blue,-2525.74,3699.99,3034.83,1,1
156.52,Taha (RLCS PRO BLUE TAG),Blue,2336.65,3394.16,2600.19,0,1
157.76,Taha (RLCS PRO BLUE TAG),Blue,5004.98,3572.46,1210.59,0,1
160.56,Cmoney,Blue,3842.38,2901.06,2151.04,0,1
162.59,Cmoney,Blue,2290.33,646.27,318.76,0,1
165.12,Cmoney,Blue,1736.9,2884.49,1465.46,0,0
165.79,Buffy ._.,Orange,1672.91,2416.76,397.79,0,1
167.29,ceeebzz,Orange,1610.76,2760.38,1503.12,1,0
168.66,Taha (RLCS PRO BLUE TAG),Blue,-2017.14,1729.0,950.87,1,1
171.32,Taha (RLCS PRO BLUE TAG),Blue,-3505.96,6127.61,485.4,0,1
173.35,Taha (RLCS PRO BLUE TAG),Blue,-3684.21,2710.9,2102.23,0,0
175.32,ceeebzz,Orange,531.2,1093.3,1618.32,0,1
177.29,Buffy ._.,Orange,4167.74,749.26,3012.35,1,1
179.29,Buffy ._.,Orange,3813.87,1015.01,3265.32,0,0
182.52,Cmoney,Blue,825.11,2098.95,273.53,1,0
184.39,Buffy ._.,Orange,-1360.92,3984.68,1544.14,0,0
185.85,Taha (RLCS PRO BLUE TAG),Blue,-4831.3,3807.98,741.0,1,0
191.35,ceeebzz,Orange,1306.44,2749.0,1744.68,0,1
193.92,Buffy ._.,Orange,890.14,1613.87,2682.34,1,1
196.25,Buffy ._.,Orange,-2894.97,3073.47,1592.18,0,0
197.28,Taha (RLCS PRO BLUE TAG),Blue,-5177.47,1614.38,711.53,1,0
207.16,Buffy ._.,Orange,-18.25,1501.1,450.95,0,0
207.19,Cmoney,Blue,-10.02,1540.7,325.9,0,0
207.89,ceeebzz,Orange,106.18,626.09,520.49,1,0
207.99,Taha (RLCS PRO BLUE TAG),Blue,-197.32,195.46,527.99,0,1
212.66,Taha (RLCS PRO BLUE TAG),Blue,-34.57,2216.03,27.36,0,1
215.02,Cmoney,Blue,-2768.58,1135.14,1905.89,0,1
216.82,Cmoney,Blue,-583.98,1029.35,1382.64,0,0
219.22,Buffy ._.,Orange,4098.21,1167.24,124.0,0,0
221.32,Taha (RLCS PRO BLUE TAG),Blue,3105.57,1600.84,2176.89,0,0
222.19,Buffy ._.,Orange,4833.26,1046.24,942.74,1,1
224.22,Buffy ._.,Orange,3677.79,1574.34,2809.16,0,1
225.56,Buffy ._.,Orange,1834.05,2247.35,2713.49,0,1
227.86,ceeebzz,Orange,-1642.9,1355.0,2319.03,1,1
231.09,ceeebzz,Orange,-3482.61,1040.15,810.95,0,1
232.82,ceeebzz,Orange,-4306.68,2409.59,416.75,0,0
233.75,Taha (RLCS PRO BLUE TAG),Blue,-4817.32,806.04,393.28,0,0
243.83,ceeebzz,Orange,7.88,1525.44,379.4,0,0
243.83,Taha (RLCS PRO BLUE TAG),Blue,7.88,1534.73,379.4,0,0
244.56,Buffy ._.,Orange,113.61,199.74,972.25,0,0
249.26,Cmoney,Blue,-4925.71,1923.89,45.17,1,0
249.29,Buffy ._.,Orange,-4953.11,2959.4,127.75,0,0
250.63,Taha (RLCS PRO BLUE TAG),Blue,-4190.87,132.95,641.16,0,0
253.09,ceeebzz,Orange,-2192.13,1013.08,1593.16,0,0
254.16,Taha (RLCS PRO BLUE TAG),Blue,-2590.68,2831.05,210.91,0,0
255.79,Buffy ._.,Orange,-268.77,3017.51,1096.41,1,1
257.29,ceeebzz,Orange,-2677.85,1696.23,451.29,0,1
259.59,ceeebzz,Orange,-2878.6,1310.89,1013.24,0,0
261.33,Taha (RLCS PRO BLUE TAG),Blue,-3837.57,216.41,1639.0,0,1
263.39,Taha (RLCS PRO BLUE TAG),Blue,-3465.94,3233.83,1076.14,0,1
267.39,Taha (RLCS PRO BLUE TAG),Blue,-524.92,1821.25,1480.85,0,1
269.09,Cmoney,Blue,1656.72,1047.11,470.67,0,0
269.16,Buffy ._.,Orange,1789.59,2576.71,367.43,0,1
271.92,ceeebzz,Orange,2579.91,3734.0,1223.17,1,1
273.36,ceeebzz,Orange,-80.7,3887.0,901.86,0,0
275.62,Taha (RLCS PRO BLUE TAG),Blue,-4839.52,907.83,133.49,1,1
276.99,Cmoney,Blue,-4314.7,1307.6,939.94,0,1
279.36,Cmoney,Blue,-1401.99,2653.62,285.88,0,0
281.86,Buffy ._.,Orange,4091.43,3725.32,502.15,1,0
281.89,Cmoney,Blue,4049.15,4857.22,342.72,0,0
282.82,ceeebzz,Orange,3043.3,1830.45,2227.24,0,1
284.56,Buffy ._.,Orange,1590.19,2391.47,2220.98,0,1
286.09,Buffy ._.,Orange,-740.37,1876.96,516.31,0,0
288.49,Taha (RLCS PRO BLUE TAG),Blue,-4919.67,1797.92,181.12,1,1
290.95,Taha (RLCS PRO BLUE TAG),Blue,-2286.22,2299.94,140.01,0,1
292.15,Taha (RLCS PRO BLUE TAG),Blue,-1091.58,2418.43,870.46,0,0
292.45,ceeebzz,Orange,-810.39,655.76,401.05,0,0
293.29,Taha (RLCS PRO BLUE TAG),Blue,-50.4,690.21,1133.95,0,1
294.99,Taha (RLCS PRO BLUE TAG),Blue,1137.99,495.7,211.96,0,1
295.09,Cmoney,Blue,1110.55,373.2,402.59,0,1
297.39,Cmoney,Blue,1382.05,1936.62,1075.87,0,0
299.02,ceeebzz,Orange,4980.81,1960.7,1160.4,1,1
308.23,Buffy ._.,Orange,9.15,1988.37,362.2,0,0
308.23,Cmoney,Blue,9.15,1453.35,362.2,0,1
310.4,Taha (RLCS PRO BLUE TAG),Blue,70.61,2489.05,243.8,0,0
314.53,Buffy ._.,Orange,1042.61,809.59,556.82,0,0
316.3,Cmoney,Blue,-3668.68,602.95,1683.04,0,0
320.3,ceeebzz,Orange,-275.27,1184.68,732.78,0,1
322.1,ceeebzz,Orange,-1356.74,314.39,1792.73,0,0
322.7,Cmoney,Blue,-1737.91,2509.08,291.31,0,0
324.76,Buffy ._.,Orange,1965.08,1918.87,2785.64,0,1
329.13,Buffy ._.,Orange,-2102.51,532.49,2190.05,0,1
329.5,ceeebzz,Orange,-2571.73,185.9,1993.03,0,0
330.06,Taha (RLCS PRO BLUE TAG),Blue,-3250.53,1816.15,311.61,0,0
332.46,ceeebzz,Orange,-3689.72,1404.23,652.9,0,0
332.6,Taha (RLCS PRO BLUE TAG),Blue,-4007.12,1405.59,509.48,0,0
10.57,kiwi,Blue,0.0,1699.29,486.64,0,0
10.61,Taha (RLCS PRO BLUE TAG),Orange,27.09,1481.41,311.4,0,0
13.44,ren,Blue,-218.97,5363.12,1806.45,0,0
17.14,Taha (RLCS PRO BLUE TAG),Orange,3446.94,2539.39,3013.17,1,1
19.34,Taha (RLCS PRO BLUE TAG),Orange,1013.67,741.39,2521.63,0,0
20.17,kiwi,Blue,312.06,4506.54,117.36,0,1
24.21,kiwi,Blue,4872.13,4933.42,954.51,0,0
25.67,Taha (RLCS PRO BLUE TAG),Orange,4979.29,485.75,621.74,0,1
25.71,deevo,Orange,4979.29,320.72,181.81,1,0
26.84,ren,Blue,4192.52,1313.05,776.22,1,1
29.7,ren,Blue,3101.47,3244.0,2081.15,0,1
31.67,kiwi,Blue,2864.98,2810.1,707.73,0,1
35.74,ren,Blue,3449.8,1764.87,360.71,1,0
35.8,deevo,Orange,3489.82,1941.77,95.72,0,0
38.2,kiwi,Blue,1090.97,3287.06,1252.06,1,1
40.14,kiwi,Blue,1681.34,2738.25,494.53,0,1
42.17,ren,Blue,2069.15,2273.06,2382.58,0,1
43.7,kiwi,Blue,2368.16,3330.8,2027.99,1,1
44.73,ren,Blue,4835.92,1690.64,1660.38,0,0
58.59,deevo,Orange,-20.93,1853.16,491.45,0,0
58.66,ren,Blue,-64.81,1336.52,317.05,0,0
60.73,Taha (RLCS PRO BLUE TAG),Orange,896.68,743.03,905.38,0,1
62.13,deevo,Orange,815.04,1796.77,1732.04,0,0
66.02,ren,Blue,-1612.98,1081.67,1922.48,0,1
67.32,ren,Blue,967.42,1607.19,1280.19,0,0
67.69,Taha (RLCS PRO BLUE TAG),Orange,1772.89,2743.41,159.28,0,1
69.16,deevo,Orange,5002.42,3420.97,418.44,1,0
69.19,ren,Blue,4986.71,3247.16,292.44,0,1
70.43,kiwi,Blue,3426.85,2910.91,1057.43,0,0
71.23,Taha (RLCS PRO BLUE TAG),Orange,4735.39,1172.62,1053.65,0,0
81.21,kiwi,Blue,0.0,1738.29,388.12,0,0
81.21,Taha (RLCS PRO BLUE TAG),Orange,0.0,813.18,388.12,0,1
84.24,deevo,Orange,1855.43,3867.04,1216.15,0,1
86.44,deevo,Orange,5022.76,4270.74,1577.85,1,1
87.44,deevo,Orange,4727.95,3773.0,2868.31,1,1
89.61,deevo,Orange,1886.08,1072.63,3194.52,1,0
93.11,kiwi,Blue,-5073.28,1401.72,655.29,1,1
95.31,ren,Blue,-4260.65,3195.1,1667.62,0,1
96.68,ren,Blue,-3013.63,2767.92,1768.21,0,1
98.77,kiwi,Blue,-578.36,222.07,1156.68,0,0
100.54,Taha (RLCS PRO BLUE TAG),Orange,2823.38,1770.7,436.75,0,1
104.51,Taha (RLCS PRO BLUE TAG),Orange,3546.36,723.0,1264.96,0,0
106.44,kiwi,Blue,-163.01,1342.68,395.63,0,0
106.51,Taha (RLCS PRO BLUE TAG),Orange,-216.86,513.22,236.4,0,1
109.54,deevo,Orange,-1317.33,2460.1,733.1,0,0
111.31,kiwi,Blue,-3373.09,1764.58,713.96,0,0
112.84,Taha (RLCS PRO BLUE TAG),Orange,-4547.16,2829.03,1009.03,0,0
115.1,ren,Blue,-4400.46,1123.56,402.44,1,1
116.5,kiwi,Blue,-2385.4,1481.5,266.96,0,0
118.04,deevo,Orange,-720.88,520.96,698.15,0,0
118.94,kiwi,Blue,-45.62,2143.48,537.06,0,1
120.27,kiwi,Blue,747.22,2170.08,871.07,0,0
121.6,Taha (RLCS PRO BLUE TAG),Orange,1372.31,387.22,306.74,0,0
124.14,ren,Blue,-677.68,186.55,1742.36,1,0
125.8,deevo,Orange,3503.12,1610.8,1710.51,0,0
128.27,ren,Blue,2499.57,1463.79,829.64,0,0
129.67,Taha (RLCS PRO BLUE TAG),Orange,2894.79,705.98,522.95,0,0
129.8,ren,Blue,2820.72,3459.76,355.76,0,0
131.6,deevo,Orange,3603.62,2361.82,830.07,1,0
132.67,ren,Blue,3258.73,1684.6,849.3,0,0
134.9,deevo,Orange,4219.48,991.61,594.65,1,1
135.87,deevo,Orange,3480.07,385.69,1141.15,1,1
136.13,Taha (RLCS PRO BLUE TAG),Orange,3177.39,90.68,1397.15,0,0
137.43,kiwi,Blue,1383.99,2813.05,356.68,0,1
138.67,kiwi,Blue,2124.97,2960.9,1166.63,0,0
10.44,TKO,Blue,0.0,1505.79,396.68,0,0
10.44,Taha (RLCS PRO BLUE TAG),Orange,0.0,1082.29,396.68,0,1
11.64,Buffy ._.,Orange,443.68,2064.96,334.91,1,1
14.21,Buffy ._.,Orange,757.51,7250.07,422.64,0,0
14.54,ceeebzz,Blue,773.27,4751.38,199.54,0,1
18.64,TKO,Blue,321.84,3945.64,3268.45,1,1
20.61,TKO,Blue,321.16,2637.21,425.9,1,0
20.61,Taha (RLCS PRO BLUE TAG),Orange,321.16,4405.73,425.9,0,0
23.01,ceeebzz,Blue,-430.34,1649.53,2313.71,0,1
24.41,ceeebzz,Blue,-920.7,653.52,2028.85,0,1
25.44,TKO,Blue,-1019.69,142.54,810.67,0,0
25.68,Buffy ._.,Orange,-871.11,3163.95,229.19,0,1
26.94,Taha (RLCS PRO BLUE TAG),Orange,246.07,1721.94,1446.45,1,1
28.87,Taha (RLCS PRO BLUE TAG),Orange,-1534.3,1376.54,600.67,0,0
30.91,ceeebzz,Blue,-4140.95,2042.09,441.86,0,1
33.04,TKO,Blue,-4669.55,3062.11,175.84,1,1
34.84,TKO,Blue,-3387.74,4790.57,134.58,0,1
37.97,TKO,Blue,1317.13,1217.19,435.59,0,1
39.27,ceeebzz,Blue,2341.9,1185.24,1710.08,1,0
40.07,Taha (RLCS PRO BLUE TAG),Orange,4408.41,1169.86,1222.52,0,1
40.54,Buffy ._.,Orange,4802.06,413.26,877.59,1,0
58.3,ceeebzz,Blue,0.0,1549.42,501.66,0,0
58.37,Taha (RLCS PRO BLUE TAG),Orange,-1.47,1357.96,323.19,0,0
59.17,TKO,Blue,106.51,410.02,476.54,0,0
59.2,Buffy ._.,Orange,176.86,1229.69,432.1,0,0
61.53,TKO,Blue,880.88,2483.24,369.41,0,0
61.53,Buffy ._.,Orange,880.88,3215.61,369.41,0,0
64.3,TKO,Blue,3408.0,4509.88,1430.76,0,0
65.13,Taha (RLCS PRO BLUE TAG),Orange,4618.04,2788.96,460.04,0,0
75.38,ceeebzz,Blue,-40.05,1563.49,420.11,0,0
75.38,Taha (RLCS PRO BLUE TAG),Orange,-40.05,1283.34,420.11,0,0
76.98,TKO,Blue,-896.8,1052.58,461.65,1,1
79.85,TKO,Blue,3897.46,2803.96,364.65,0,0
80.95,Buffy ._.,Orange,4743.19,792.11,840.18,0,1
81.78,Buffy ._.,Orange,3918.78,1111.13,1113.85,0,1
84.75,Buffy ._.,Orange,-1444.82,2156.1,848.73,0,0
85.85,ceeebzz,Blue,-3808.46,933.19,930.26,1,0
87.71,Taha (RLCS PRO BLUE TAG),Orange,-3363.11,2879.14,1501.77,0,1
88.75,Taha (RLCS PRO BLUE TAG),Orange,-4274.27,4618.71,575.34,0,0
89.81,ceeebzz,Blue,-4894.79,921.01,390.9,0,1
92.44,TKO,Blue,-4606.4,577.56,684.82,0,0
95.61,Buffy ._.,Orange,252.59,1001.59,854.45,0,1
97.52,Buffy ._.,Orange,-2512.8,1257.93,854.13,0,1
99.35,Buffy ._.,Orange,-4907.52,3232.94,354.75,0,0
101.15,ceeebzz,Blue,-4125.86,361.08,400.76,0,0
101.15,Taha (RLCS PRO BLUE TAG),Orange,-4125.86,991.47,382.33,0,0
103.78,TKO,Blue,-3292.16,2553.09,2304.44,1,1
105.81,TKO,Blue,121.0,1171.27,1200.58,0,0
107.45,Buffy ._.,Orange,4075.42,1129.56,845.12,0,1
110.51,Buffy ._.,Orange,-175.21,1161.39,1380.44,0,0
112.15,ceeebzz,Blue,-3343.49,2198.34,316.92,1,1
114.65,ceeebzz,Blue,1035.56,676.72,1039.32,0,0
115.61,Taha (RLCS PRO BLUE TAG),Orange,2216.69,3921.44,547.81,0,1
116.78,Taha (RLCS PRO BLUE TAG),Orange,4106.65,3546.91,294.61,0,0
117.11,ceeebzz,Blue,4550.11,3466.77,680.62,0,0
118.74,Buffy ._.,Orange,4596.42,340.02,675.27,0,1
120.51,Buffy ._.,Orange,4887.4,2206.73,3038.19,1,1
122.51,Buffy ._.,Orange,2766.9,2413.65,2701.62,0,1
124.01,Taha (RLCS PRO BLUE TAG),Orange,-788.14,388.53,319.12,0,0
124.08,ceeebzz,Blue,-960.91,2050.12,191.99,0,1
128.74,TKO,Blue,-1856.53,3047.9,334.64,1,0
132.97,Buffy ._.,Orange,3812.26,1829.1,857.98,0,0
134.11,TKO,Blue,3995.96,2514.04,525.89,0,0
135.27,Buffy ._.,Orange,3127.44,1598.8,604.32,0,0
135.37,ceeebzz,Blue,2961.56,2193.41,366.31,0,1
138.34,ceeebzz,Blue,-1241.47,2590.65,374.37,0,0
138.41,Buffy ._.,Orange,-1252.76,2583.66,367.39,0,0
142.94,ceeebzz,Blue,-4977.89,3621.54,1038.51,1,1
144.61,TKO,Blue,-4477.27,556.97,1468.66,0,0
145.97,Buffy ._.,Orange,-3386.96,3386.11,474.19,0,0
146.01,TKO,Blue,-3379.22,1705.46,300.84,0,0
148.84,Taha (RLCS PRO BLUE TAG),Orange,-676.75,1182.01,541.7,0,0
148.9,TKO,Blue,-752.03,1989.85,541.7,0,0
