Time,Player,Team,Ball_Y,Nearest_Teammate,Nearest_Opponent,Is_Last_Man,Boost_Amount,Player_Speed,Player_VY,Player_Y,Possession_Kept
11.33,Ulttor,Orange,0.0,1654.86,427.98,0,33.0,2277.0,-2276.8,204.8,0
11.33,Krzh :),Blue,0.0,1662.63,427.98,0,33.0,2282.4,2124.7,-215.0,1
12.73,Taha (RLCS PRO BLUE TAG),Blue,-513.73,1171.76,1109.53,1,33.0,2279.7,-10.7,-620.5,1
14.26,Taha (RLCS PRO BLUE TAG),Blue,190.85,2700.94,89.74,0,33.0,152.4,152.4,333.0,1
15.93,Taha (RLCS PRO BLUE TAG),Blue,-218.8,4523.27,2527.89,0,33.0,920.0,-340.4,-248.8,1
18.16,Taha (RLCS PRO BLUE TAG),Blue,521.24,2119.68,448.85,0,33.0,1909.7,1868.7,361.3,0
18.26,Ulttor,Orange,643.69,2961.35,214.33,0,33.0,1564.4,42.4,691.2,1
21.12,Ulttor,Orange,1874.26,3931.9,3174.77,1,33.0,707.4,-571.9,2041.2,1
23.49,Ulttor,Orange,-1067.83,2035.2,1523.96,0,33.0,1895.4,-1458.2,-932.3,0
24.39,Krzh :),Blue,-2453.54,2003.85,419.74,0,33.0,483.3,-191.3,-2638.3,0
24.42,Ulttor,Orange,-2507.22,1180.15,276.98,0,33.0,2032.2,-1608.8,-2370.9,1
25.49,Demetree.,Orange,-2032.69,2539.56,1056.03,1,33.0,733.2,-329.4,-1910.5,1
26.69,Demetree.,Orange,-2519.48,5157.12,1851.14,1,33.0,1259.1,-787.7,-2336.0,0
27.32,Taha (RLCS PRO BLUE TAG),Blue,-2751.38,2964.59,379.55,0,33.0,2296.8,1761.5,-2896.5,0
29.69,Demetree.,Orange,-3724.32,5198.22,993.29,0,33.0,784.3,-783.5,-3632.4,1
33.22,Demetree.,Orange,-4439.65,2444.3,1061.53,0,33.0,524.8,-47.8,-4333.8,1
34.76,Demetree.,Orange,-4531.13,1985.05,540.62,0,33.0,684.8,-46.4,-4419.1,0
35.12,Krzh :),Blue,-4551.21,233.6,396.43,0,33.0,483.6,353.4,-4733.7,0
37.79,Ulttor,Orange,-840.29,222.36,301.38,1,33.0,2291.0,2164.3,-1048.5,1
40.75,Ulttor,Orange,4942.98,4413.72,238.77,1,33.0,730.5,216.1,5033.0,0
40.79,Krzh :),Blue,4941.8,5539.88,150.54,0,33.0,1128.8,583.7,4958.4,1
43.29,Taha (RLCS PRO BLUE TAG),Blue,3685.34,860.42,919.34,1,33.0,1808.2,1565.1,3593.1,0
43.45,Ulttor,Orange,3815.36,4131.49,244.62,1,33.0,1364.9,-1357.0,3990.1,0
48.09,Krzh :),Blue,-4140.73,2990.4,835.59,1,33.0,1406.6,-543.1,-4111.5,1
49.25,Krzh :),Blue,-3796.88,2509.12,546.03,0,33.0,1572.4,587.4,-3829.0,0
49.45,Ulttor,Orange,-3711.43,3119.93,135.49,0,33.0,928.7,-21.1,-3675.5,1
51.78,Demetree.,Orange,-2450.49,1788.51,2304.57,1,33.0,2051.1,-2023.1,-2235.0,0
52.72,Taha (RLCS PRO BLUE TAG),Blue,-4854.61,2115.98,2174.7,1,33.0,705.0,-34.1,-5076.6,0
55.72,Ulttor,Orange,-3132.72,8035.25,222.11,0,33.0,1668.9,1629.1,-3234.5,0
55.82,Krzh :),Blue,-3075.68,2426.19,98.99,0,33.0,1179.9,1173.3,-3205.4,1
58.25,Taha (RLCS PRO BLUE TAG),Blue,-2676.72,709.26,765.49,1,33.0,1085.6,812.5,-2847.5,0
60.85,Ulttor,Orange,534.01,2446.01,2591.56,0,33.0,1281.6,536.8,589.1,0
62.72,Taha (RLCS PRO BLUE TAG),Blue,-432.46,1925.86,2197.9,0,33.0,1101.7,-230.1,-413.8,1
65.35,Krzh :),Blue,-1221.98,2904.16,2942.88,0,33.0,858.9,407.9,-1317.1,0
68.18,Demetree.,Orange,888.49,2407.8,1665.83,0,33.0,1248.8,-433.1,1040.8,0
70.52,Taha (RLCS PRO BLUE TAG),Blue,381.37,4785.76,1214.08,0,33.0,2264.7,1530.9,227.1,1
73.32,Taha (RLCS PRO BLUE TAG),Blue,3899.94,3351.38,1487.0,0,33.0,1746.7,1543.5,3767.5,1
78.31,Krzh :),Blue,1408.69,1241.1,695.86,0,33.0,486.7,350.8,1208.8,0
78.51,Demetree.,Orange,1373.68,1831.55,304.81,0,33.0,1322.9,-1243.3,1527.5,0
80.41,Krzh :),Blue,296.48,3509.2,293.39,0,33.0,1264.5,-759.0,237.8,0
80.58,Ulttor,Orange,262.1,362.76,108.75,1,33.0,1979.1,-1525.1,203.1,0
83.05,Taha (RLCS PRO BLUE TAG),Blue,251.45,2947.34,2336.74,0,33.0,1328.0,1327.8,112.1,1
84.21,Taha (RLCS PRO BLUE TAG),Blue,2092.98,3532.55,1430.91,0,33.0,2028.9,2005.9,1917.2,0
85.05,Demetree.,Orange,3771.62,3163.34,265.45,1,33.0,864.0,590.6,3911.3,1
86.41,Ulttor,Orange,3659.12,1184.77,1655.53,0,33.0,1874.9,225.6,3708.8,0
89.68,Krzh :),Blue,549.4,1138.53,1048.01,0,33.0,1349.4,931.5,413.9,0
92.48,Ulttor,Orange,3425.68,2377.34,577.18,1,33.0,897.6,-881.4,3614.1,1
93.58,Demetree.,Orange,1865.76,1228.15,2480.62,0,33.0,903.3,69.7,1792.1,1
96.38,Ulttor,Orange,-541.49,2109.78,1570.58,0,33.0,1422.2,-1011.0,-543.1,0
100.38,Taha (RLCS PRO BLUE TAG),Blue,-2681.65,1721.51,2887.39,0,33.0,1987.6,1630.0,-2873.3,0
101.24,Demetree.,Orange,-1233.18,2885.54,670.33,0,33.0,666.1,-503.4,-1118.3,1
104.38,Demetree.,Orange,-3097.68,4493.97,1743.08,0,33.0,1643.7,-1219.7,-2883.6,1
106.74,Ulttor,Orange,-3941.88,2236.68,537.93,1,33.0,1884.1,-1877.7,-3739.2,0
106.84,Krzh :),Blue,-4161.36,888.83,393.91,1,33.0,1616.8,1453.4,-4266.5,1
116.99,Krzh :),Blue,0.0,1429.05,555.0,0,33.0,2276.5,2275.5,-231.8,0
117.02,Ulttor,Orange,0.0,1236.9,369.06,0,33.0,2288.1,-2236.4,210.9,0
117.89,Taha (RLCS PRO BLUE TAG),Blue,40.55,134.09,384.77,0,33.0,2282.4,2272.7,-140.6,0
117.95,Demetree.,Orange,87.35,132.15,445.34,0,33.0,776.0,-769.8,303.0,0
122.89,Taha (RLCS PRO BLUE TAG),Blue,2187.94,4367.62,292.18,0,33.0,2174.4,-2174.4,2391.2,0
123.09,Demetree.,Orange,2252.55,3181.32,446.13,0,33.0,1950.0,1610.2,2340.2,0
124.75,Taha (RLCS PRO BLUE TAG),Blue,2910.43,2734.83,909.11,0,33.0,1902.7,1899.8,2670.4,0
125.52,Ulttor,Orange,4643.46,1627.83,712.53,1,33.0,1495.5,-1045.1,4856.2,1
129.62,Ulttor,Orange,-3768.1,3859.35,663.69,0,33.0,2250.5,-2247.1,-3762.0,0
129.88,Krzh :),Blue,-4169.54,4727.8,179.38,1,33.0,429.9,333.8,-4355.5,1
131.52,Krzh :),Blue,-3522.96,2987.25,794.18,0,33.0,1385.6,723.5,-3598.5,0
134.35,Ulttor,Orange,597.02,842.58,1290.27,0,33.0,1822.8,-1046.4,742.9,0
136.38,Taha (RLCS PRO BLUE TAG),Blue,-978.72,2539.65,1533.7,1,33.0,1495.4,-688.7,-1029.2,0
138.72,Demetree.,Orange,-187.3,476.86,310.24,0,33.0,2037.4,-1814.1,-52.5,1
141.95,Demetree.,Orange,-4555.43,2308.36,1050.92,0,33.0,1129.1,-534.6,-4604.6,0
143.18,Taha (RLCS PRO BLUE TAG),Blue,-4987.28,828.81,397.56,1,33.0,301.0,299.8,-5098.0,1
145.38,Krzh :),Blue,-2938.23,1274.73,859.34,0,33.0,1923.7,1527.2,-3099.3,0
145.65,Ulttor,Orange,-2528.29,3907.65,255.22,0,33.0,2148.7,124.2,-2558.8,1
149.01,Ulttor,Orange,4040.51,3227.7,293.18,1,33.0,2275.0,952.4,4069.9,1
151.58,Demetree.,Orange,4657.41,1841.91,673.23,0,33.0,672.8,-654.1,4739.9,1
153.84,Demetree.,Orange,1856.39,626.56,2516.26,0,33.0,1517.3,-1251.0,1826.3,1
153.98,Ulttor,Orange,1672.36,306.6,2857.8,1,33.0,2236.0,-2147.6,1847.7,0
155.31,Taha (RLCS PRO BLUE TAG),Blue,-2731.1,1533.01,1861.4,0,33.0,1715.5,-1430.8,-2599.2,1
167.04,Krzh :),Blue,0.0,1601.16,504.82,0,33.0,2275.2,1806.1,-211.1,0
167.08,Ulttor,Orange,47.45,1149.09,393.63,0,33.0,2251.2,-1742.9,214.3,1
168.78,Demetree.,Orange,443.39,764.07,468.22,0,33.0,2048.7,58.9,664.5,1
170.31,Demetree.,Orange,630.44,2012.24,541.06,0,33.0,549.4,-252.3,762.4,0
171.14,Taha (RLCS PRO BLUE TAG),Blue,-123.85,857.78,696.25,0,33.0,2238.1,1409.9,-321.1,0
172.04,Demetree.,Orange,-848.85,3619.79,222.22,0,33.0,1248.8,-1125.9,-649.3,1
173.87,Demetree.,Orange,-3769.28,1602.42,1385.91,0,33.0,2155.1,-2119.4,-3533.4,0
174.27,Krzh :),Blue,-4536.88,829.92,458.86,0,33.0,2284.1,497.9,-4523.5,1
176.37,Krzh :),Blue,-3304.46,3152.75,1120.75,0,33.0,1065.9,1065.9,-3472.4,0
178.37,Ulttor,Orange,-144.18,4290.5,510.3,0,33.0,235.5,-190.9,20.6,0
180.21,Taha (RLCS PRO BLUE TAG),Blue,-1609.3,1395.79,647.1,1,33.0,1723.0,1149.7,-1764.7,0
180.27,Ulttor,Orange,-1543.12,3013.61,369.36,0,33.0,2251.5,-2169.4,-1325.9,0
182.11,Taha (RLCS PRO BLUE TAG),Blue,-1098.5,1007.77,1883.31,1,33.0,1133.3,991.1,-1255.0,1
183.54,Taha (RLCS PRO BLUE TAG),Blue,570.45,964.95,1420.85,0,33.0,1717.3,1609.5,371.4,1
184.57,Taha (RLCS PRO BLUE TAG),Blue,2408.01,530.04,1266.34,0,33.0,2282.0,1848.6,2289.9,1
195.85,Krzh :),Blue,0.0,1542.91,454.56,0,33.0,2284.2,1896.1,-176.4,0
195.88,Ulttor,Orange,22.88,1250.11,399.17,0,33.0,2261.0,-2190.8,201.4,0
197.28,Taha (RLCS PRO BLUE TAG),Blue,98.47,754.12,709.38,0,33.0,1850.6,586.3,-17.8,1
199.92,Taha (RLCS PRO BLUE TAG),Blue,1885.09,1718.84,3166.73,0,33.0,647.6,647.6,1902.6,1
201.32,Taha (RLCS PRO BLUE TAG),Blue,2360.44,2098.44,2866.06,0,33.0,943.5,408.1,2280.7,0
203.05,Demetree.,Orange,3467.36,2804.3,532.35,0,33.0,999.6,-987.3,3605.8,0
203.22,Taha (RLCS PRO BLUE TAG),Blue,3347.37,1795.97,258.86,0,33.0,971.5,380.0,3236.0,1
208.21,Taha (RLCS PRO BLUE TAG),Blue,128.19,443.44,846.41,0,33.0,1126.4,-508.2,118.8,1
209.58,Krzh :),Blue,-374.15,817.51,868.67,0,33.0,1712.4,1569.3,-509.8,1
211.38,Krzh :),Blue,3220.82,1676.66,445.2,0,33.0,2283.2,2272.9,3006.1,0
211.58,Demetree.,Orange,3591.57,1185.73,475.57,1,33.0,883.8,202.0,3754.5,0
213.18,Taha (RLCS PRO BLUE TAG),Blue,2971.09,500.1,796.55,0,33.0,2013.4,2007.2,2845.6,0
213.71,Demetree.,Orange,4153.89,1581.46,407.7,1,33.0,478.2,450.1,4307.3,1
215.48,Ulttor,Orange,2623.56,967.02,606.6,0,33.0,2271.3,-1561.9,2705.6,1
218.58,Ulttor,Orange,-1596.93,827.51,1307.07,0,33.0,2182.6,-1880.1,-1445.2,1
220.11,Ulttor,Orange,-4636.48,1188.27,1760.32,0,33.0,2060.8,-1636.9,-4424.1,0
221.31,Taha (RLCS PRO BLUE TAG),Blue,-4197.03,1443.53,752.26,1,33.0,2208.9,-712.6,-4221.0,0
221.68,Demetree.,Orange,-3905.16,1559.08,836.9,0,33.0,729.3,-611.0,-3694.6,1
236.2,Demetree.,Orange,-47.66,1334.59,509.61,0,33.0,1911.9,-1666.5,99.4,0
236.24,Taha (RLCS PRO BLUE TAG),Blue,-203.47,1580.7,509.61,0,33.0,1704.3,1693.4,-319.0,0
237.8,Demetree.,Orange,-4933.69,1804.44,2128.51,0,33.0,2297.9,-2286.9,-5171.4,1
256.0,Ulttor,Orange,0.0,1204.99,335.96,0,33.0,2271.4,-2270.7,246.8,0
256.0,Krzh :),Blue,0.0,309.26,488.36,0,33.0,2283.9,2138.1,-241.4,1
257.3,Taha (RLCS PRO BLUE TAG),Blue,411.04,518.59,795.92,0,33.0,1974.5,1609.9,211.2,1
258.57,Krzh :),Blue,2683.13,482.78,1289.21,0,33.0,2298.1,2291.1,2787.1,1
258.87,Taha (RLCS PRO BLUE TAG),Blue,3188.05,404.25,1300.67,0,33.0,2264.1,1739.2,3146.4,0
259.47,Demetree.,Orange,4110.65,1516.82,665.15,1,33.0,176.4,-91.4,4279.1,0
263.23,Krzh :),Blue,1549.88,514.75,1417.3,0,33.0,2171.9,111.7,1419.5,0
264.0,Demetree.,Orange,2711.44,971.63,844.63,0,33.0,2288.1,2157.6,2832.3,1
264.33,Ulttor,Orange,3212.17,674.63,839.67,0,33.0,1239.2,-646.5,3399.6,1
266.1,Ulttor,Orange,1218.72,1767.14,603.14,0,33.0,1761.3,-1504.9,1302.0,1
267.2,Ulttor,Orange,-522.06,1329.14,1086.53,0,33.0,1856.0,-1601.6,-429.4,0
268.33,Taha (RLCS PRO BLUE TAG),Blue,-2651.96,2683.66,233.57,1,33.0,1466.5,-547.3,-2698.6,1
270.37,Taha (RLCS PRO BLUE TAG),Blue,-4870.9,3394.18,517.24,1,33.0,1622.1,-1099.0,-4695.6,1
271.23,Taha (RLCS PRO BLUE TAG),Blue,-4764.02,3363.51,686.52,0,33.0,1278.6,428.2,-4873.9,0
271.47,Demetree.,Orange,-4472.11,348.81,470.98,0,33.0,2281.4,-1.6,-4259.2,0
272.2,Taha (RLCS PRO BLUE TAG),Blue,-3735.62,3048.31,470.46,0,33.0,1469.1,1360.7,-3943.1,0
274.26,Ulttor,Orange,-158.79,831.13,387.64,0,33.0,1770.3,-1410.7,23.4,1
276.16,Ulttor,Orange,-3581.22,1044.31,1109.16,0,33.0,2139.7,-2139.4,-3419.0,1
278.83,Ulttor,Orange,-3336.89,1270.61,425.16,0,33.0,2220.9,2151.2,-3265.1,0
279.2,Krzh :),Blue,-3037.21,210.68,636.32,0,33.0,1361.1,1265.3,-3163.4,1
280.43,Taha (RLCS PRO BLUE TAG),Blue,-1878.25,514.88,1960.94,0,33.0,1279.1,1045.4,-1881.8,0
282.93,Demetree.,Orange,241.32,2349.1,377.8,0,33.0,2300.0,-398.9,351.9,0
284.23,Taha (RLCS PRO BLUE TAG),Blue,320.2,124.36,236.86,0,33.0,504.7,4.7,183.6,1
285.56,Taha (RLCS PRO BLUE TAG),Blue,327.4,906.29,1184.56,0,33.0,1455.2,221.7,238.9,1
289.46,Taha (RLCS PRO BLUE TAG),Blue,2529.53,386.48,1281.73,0,33.0,1128.2,1123.8,2405.1,1
290.69,Taha (RLCS PRO BLUE TAG),Blue,3657.23,896.02,1027.71,0,33.0,1743.1,1257.7,3487.2,1
292.73,Taha (RLCS PRO BLUE TAG),Blue,5101.41,501.69,953.4,0,33.0,673.1,433.0,4921.4,1
303.13,Krzh :),Blue,0.0,281.32,446.68,0,33.0,2285.3,2242.8,-195.7,0
303.16,Ulttor,Orange,37.93,1104.75,368.8,0,33.0,2259.1,-2244.1,213.0,0
304.53,Krzh :),Blue,467.11,888.78,242.33,0,33.0,2294.1,-2248.3,602.9,0
304.7,Demetree.,Orange,522.79,447.78,94.85,0,33.0,1192.5,-420.6,667.7,0
308.1,Taha (RLCS PRO BLUE TAG),Blue,-4032.26,1080.59,718.73,1,33.0,1087.3,1059.1,-4252.8,0
309.43,Demetree.,Orange,-2592.61,2575.6,445.92,0,33.0,1016.2,920.9,-2418.9,0
311.06,Krzh :),Blue,-2380.61,749.82,753.77,1,33.0,1537.0,652.4,-2491.3,0
312.36,Ulttor,Orange,159.45,2064.1,213.86,0,33.0,1209.4,-828.5,375.0,0
313.56,Krzh :),Blue,-1505.17,740.73,1314.85,1,33.0,1802.2,-1484.8,-1699.6,1
315.89,Taha (RLCS PRO BLUE TAG),Blue,-4763.68,1246.27,864.87,0,33.0,2066.8,-1420.1,-4845.3,1
316.99,Taha (RLCS PRO BLUE TAG),Blue,-4021.13,2250.91,432.94,0,33.0,1790.9,1786.3,-4206.8,0
317.03,Ulttor,Orange,-3980.63,1125.6,432.94,0,33.0,1644.0,-1638.2,-3774.0,1
319.33,Demetree.,Orange,-767.46,1199.29,1269.27,0,33.0,809.0,-435.7,-580.5,0
322.03,Taha (RLCS PRO BLUE TAG),Blue,-4300.39,3141.75,760.82,1,33.0,323.4,192.9,-4356.3,0
324.43,Ulttor,Orange,-1275.49,1021.19,604.6,0,33.0,1898.9,-751.5,-1167.7,0
324.56,Taha (RLCS PRO BLUE TAG),Blue,-1404.22,1029.61,334.78,0,33.0,2294.2,1484.5,-1523.3,1
326.42,Taha (RLCS PRO BLUE TAG),Blue,435.14,272.18,1126.26,0,33.0,1898.2,900.1,495.7,0
328.72,Demetree.,Orange,1871.28,1334.34,1460.61,0,33.0,1214.6,-1152.2,2023.6,0
330.52,Krzh :),Blue,-2354.05,1895.23,1631.05,0,33.0,1662.1,-1588.7,-2414.9,1
331.72,Krzh :),Blue,-4106.56,2310.22,922.56,0,33.0,1407.5,-1315.9,-4257.3,1
334.09,Krzh :),Blue,-4202.0,889.43,50.3,0,33.0,1066.3,1063.4,-4407.9,0
336.12,Ulttor,Orange,-3333.47,962.44,513.66,0,33.0,1540.8,-1428.8,-3212.5,0
336.99,Taha (RLCS PRO BLUE TAG),Blue,-4503.23,1924.64,566.51,1,33.0,2283.2,-20.1,-4638.5,0
339.69,Demetree.,Orange,-2490.44,2676.48,1124.73,0,33.0,515.3,-317.6,-2364.4,1
342.82,Demetree.,Orange,-3598.59,1810.41,574.14,0,33.0,1842.4,-757.0,-3370.2,0
342.85,Taha (RLCS PRO BLUE TAG),Blue,-3613.06,1506.25,404.65,0,33.0,2277.5,1625.8,-3774.7,0
345.29,Ulttor,Orange,-4354.79,330.53,582.91,0,33.0,1964.7,-1934.1,-4154.8,0
345.49,Krzh :),Blue,-4361.19,3864.04,162.69,1,33.0,1530.6,-335.4,-4315.5,0
346.99,Demetree.,Orange,-4965.32,1804.44,3410.58,0,33.0,2297.9,-2286.9,-5171.4,0
10.94,Juroh,Blue,0.0,1358.0,377.55,0,33.0,2239.3,1891.1,-193.3,0
10.94,kiwi,Orange,0.0,1515.97,377.55,0,33.0,2218.1,-1808.3,172.8,1
11.78,Taha (RLCS PRO BLUE TAG),Orange,269.1,1000.7,996.53,1,33.0,1517.9,-1297.4,484.2,0
12.18,HEXZIYY,Blue,-420.04,995.84,470.94,1,33.0,1306.1,-158.8,-352.1,1
13.88,HEXZIYY,Blue,-3260.52,1063.11,96.48,1,33.0,2236.8,-2106.7,-3174.0,0
14.85,Taha (RLCS PRO BLUE TAG),Orange,-4516.44,7033.29,402.42,0,33.0,770.4,-768.4,-4550.0,0
15.78,HEXZIYY,Blue,-5006.99,1067.33,435.87,1,33.0,351.6,295.8,-5100.5,0
18.14,kiwi,Orange,-3818.48,1280.88,1214.64,1,33.0,1910.1,-214.4,-3678.6,1
20.88,kiwi,Orange,-2865.58,3193.67,453.47,0,33.0,1246.9,820.7,-2851.8,0
21.71,HEXZIYY,Blue,-2647.32,2051.55,231.98,0,33.0,369.1,341.3,-2733.3,0
23.41,kiwi,Orange,-2911.86,1251.06,598.22,0,33.0,588.5,-346.2,-2679.6,0
24.48,Juroh,Blue,-3129.21,1166.12,452.59,1,33.0,957.3,863.2,-3350.8,0
26.71,Taha (RLCS PRO BLUE TAG),Orange,809.53,1860.09,1126.55,1,33.0,1584.6,1370.2,739.5,1
28.98,Taha (RLCS PRO BLUE TAG),Orange,5025.17,3289.03,1239.28,1,33.0,1339.1,1240.6,4967.3,1
31.11,Taha (RLCS PRO BLUE TAG),Orange,4050.81,940.93,3300.71,0,33.0,1518.7,-1518.0,4226.9,1
32.81,Taha (RLCS PRO BLUE TAG),Orange,803.99,1742.72,2020.54,0,33.0,2173.1,-2102.2,979.8,0
34.31,HEXZIYY,Blue,-2337.7,2153.58,528.08,0,33.0,1511.3,-522.0,-2429.8,0
34.51,Taha (RLCS PRO BLUE TAG),Orange,-2458.06,2374.2,133.43,0,33.0,2205.4,-2082.3,-2453.2,0
36.07,HEXZIYY,Blue,-2858.85,1693.0,733.59,0,33.0,2101.9,1308.2,-3006.9,0
37.57,kiwi,Orange,-568.12,648.25,502.54,1,33.0,1035.4,482.0,-399.9,0
40.41,Juroh,Blue,-2899.11,2118.93,1877.26,1,33.0,1696.1,-749.7,-2934.3,1
41.91,Juroh,Blue,-3156.67,1778.38,588.89,0,33.0,1654.1,577.0,-3278.2,1
43.31,HEXZIYY,Blue,-2089.65,454.41,125.54,0,33.0,1276.8,1156.3,-2147.4,0
46.34,Taha (RLCS PRO BLUE TAG),Orange,1306.16,1729.01,1706.81,0,33.0,1773.0,-1766.9,1434.4,0
48.24,HEXZIYY,Blue,-2487.98,645.36,464.41,0,33.0,1147.8,-1109.5,-2578.6,0
48.3,Taha (RLCS PRO BLUE TAG),Orange,-2595.87,2624.1,383.95,0,33.0,2292.7,-2291.8,-2430.8,0
50.8,Juroh,Blue,-4811.88,928.64,740.81,0,33.0,881.0,376.0,-5021.6,1
53.1,Juroh,Blue,-2901.57,1956.38,1050.79,0,33.0,1670.6,1274.2,-2947.1,0
55.3,kiwi,Orange,-276.27,691.6,415.93,1,33.0,462.1,-397.5,-114.8,0
56.47,HEXZIYY,Blue,-758.27,1401.42,415.11,1,33.0,1310.4,1236.1,-960.3,0
58.04,Taha (RLCS PRO BLUE TAG),Orange,1945.63,4035.36,2914.98,1,33.0,2190.4,-364.3,2092.4,1
59.33,Taha (RLCS PRO BLUE TAG),Orange,1216.17,1796.14,2368.71,1,33.0,2242.7,-1997.9,1384.0,1
60.77,kiwi,Orange,-1569.47,556.0,1411.73,0,33.0,1585.8,-1542.5,-1524.1,1
63.17,kiwi,Orange,-4908.58,2993.02,414.2,0,33.0,1207.4,0.2,-5103.0,0
64.43,HEXZIYY,Blue,-3878.27,541.58,1093.12,0,33.0,1249.2,-822.6,-3827.6,1
67.23,HEXZIYY,Blue,-1074.82,2096.17,3282.53,0,33.0,1669.2,1610.9,-1225.2,1
69.07,HEXZIYY,Blue,1791.06,1932.04,1810.11,0,33.0,1958.6,1738.1,1686.6,0
70.2,Taha (RLCS PRO BLUE TAG),Orange,4040.89,957.08,609.45,0,33.0,1295.0,272.9,4256.5,0
70.3,HEXZIYY,Blue,4085.35,2840.84,399.93,0,33.0,2273.9,1763.8,3886.8,1
72.57,Juroh,Blue,4469.17,939.39,1501.91,0,33.0,219.7,170.1,4453.8,1
73.7,Juroh,Blue,4211.92,2983.77,299.86,0,33.0,1270.7,-312.7,4186.3,1
76.6,HEXZIYY,Blue,3795.3,786.18,725.0,1,33.0,1807.8,1608.8,3672.6,0
76.8,kiwi,Orange,4063.78,3601.86,250.17,1,33.0,1497.8,-1144.3,4126.1,1
95.53,Taha (RLCS PRO BLUE TAG),Orange,0.0,1281.34,511.69,0,33.0,2267.2,-1884.9,231.2,0
95.6,HEXZIYY,Blue,-5.39,1896.54,390.28,0,33.0,595.8,-21.6,-138.2,1
97.03,Juroh,Blue,180.03,326.44,303.68,0,33.0,2133.4,923.5,109.4,0
98.83,kiwi,Orange,1000.29,3807.17,571.19,1,33.0,1125.1,-219.2,1142.0,0
102.23,HEXZIYY,Blue,-568.05,1227.46,1732.67,0,33.0,1969.5,1849.1,-736.8,0
104.56,Taha (RLCS PRO BLUE TAG),Orange,4881.92,6228.64,2007.66,1,33.0,759.2,-0.4,5103.0,1
105.56,Taha (RLCS PRO BLUE TAG),Orange,4541.79,4608.32,522.55,1,33.0,1128.4,-1019.2,4757.1,0
105.73,HEXZIYY,Blue,4437.48,2773.92,180.95,0,33.0,1249.0,1016.1,4449.1,1
108.49,Juroh,Blue,-621.71,1993.47,269.74,1,33.0,1686.3,-1548.4,-761.7,1
109.96,HEXZIYY,Blue,-1293.5,1773.06,1459.25,0,33.0,793.9,-543.2,-1340.6,0
115.46,kiwi,Orange,2089.66,3047.79,410.25,0,33.0,1368.6,-1017.0,2249.0,0
115.49,HEXZIYY,Blue,2030.8,1058.6,410.25,0,33.0,862.1,846.8,1870.6,0
117.76,Taha (RLCS PRO BLUE TAG),Orange,2520.81,3527.44,1515.77,1,33.0,1162.5,-1162.5,2737.7,0
119.19,Juroh,Blue,348.65,383.96,1020.51,0,33.0,1058.5,992.7,241.2,1
121.52,Juroh,Blue,2694.47,1163.77,1180.28,0,33.0,908.6,858.7,2644.5,1
123.26,Juroh,Blue,4194.36,1899.22,840.36,0,33.0,1509.7,661.9,4258.7,0
124.39,kiwi,Orange,4486.99,487.53,967.53,0,33.0,1607.1,-71.2,4532.8,1
127.06,kiwi,Orange,2444.64,1327.03,1114.04,0,33.0,1239.8,-534.3,2608.2,0
128.26,HEXZIYY,Blue,1695.59,2408.69,496.77,0,33.0,1643.7,1502.3,1496.3,0
128.36,kiwi,Orange,1847.38,1679.09,351.81,0,33.0,298.5,89.2,1969.2,1
131.59,Taha (RLCS PRO BLUE TAG),Orange,4955.13,2822.28,1588.99,1,33.0,1727.5,-748.9,5042.7,1
132.96,kiwi,Orange,2156.95,2108.12,245.39,0,33.0,1311.5,-1298.3,2146.8,0
132.99,Juroh,Blue,2247.35,1725.42,142.24,0,33.0,1302.3,1199.5,2040.8,0
137.65,kiwi,Orange,4247.74,417.33,1286.35,1,33.0,872.4,-588.5,4390.8,0
139.82,HEXZIYY,Blue,3133.8,3673.56,1030.35,0,33.0,783.5,654.8,2995.7,1
141.02,HEXZIYY,Blue,3766.71,3358.09,728.8,0,33.0,643.9,572.8,3689.6,0
141.65,Taha (RLCS PRO BLUE TAG),Orange,4231.8,2179.69,370.54,0,33.0,360.6,349.4,4319.0,1
143.62,kiwi,Orange,4601.42,822.42,469.51,0,33.0,2121.6,-287.4,4694.0,0
143.65,Juroh,Blue,4572.58,1393.44,456.21,0,33.0,2287.8,1739.5,4433.6,0
145.75,kiwi,Orange,2978.51,1585.58,210.74,0,33.0,1937.1,-1782.2,3070.4,1
147.89,kiwi,Orange,-818.6,801.97,668.78,0,33.0,1857.4,-1774.5,-625.7,0
149.38,HEXZIYY,Blue,-2701.56,2628.93,661.15,1,33.0,1812.6,358.2,-2852.7,0
151.22,kiwi,Orange,-66.15,2430.26,408.84,0,33.0,2121.8,2112.9,-219.4,1
154.22,kiwi,Orange,5025.31,5249.34,2830.65,1,33.0,353.3,-0.3,5103.0,1
157.62,Taha (RLCS PRO BLUE TAG),Orange,3447.98,347.97,2938.81,0,33.0,2105.1,-1226.4,3548.4,1
159.18,Taha (RLCS PRO BLUE TAG),Orange,1215.08,2480.89,398.12,0,33.0,1972.5,-1429.1,1297.0,0
159.92,HEXZIYY,Blue,465.43,1677.46,1179.56,0,33.0,1650.5,242.2,374.3,1
161.52,Juroh,Blue,791.0,547.37,1073.8,0,33.0,1717.7,1659.2,582.4,1
163.58,Juroh,Blue,3642.63,740.09,1014.94,0,33.0,1334.8,1287.5,3447.1,0
165.98,Taha (RLCS PRO BLUE TAG),Orange,3801.49,1225.78,821.46,1,33.0,1738.2,160.5,3987.7,0
